country,attraction,url,last_page_number
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d318954-Reviews-Luxor_Temple-Luxor_Nile_River_Valley.html#REVIEWS,182
Egypt,Great_Sphinx-Giza_Giza_Governorate,http://www.tripadvisor.com/Attraction_Review-g294202-d308830-Reviews-Great_Sphinx-Giza_Giza_Governorate.html#REVIEWS,155
Egypt,Temple_of_Hatshepsut_at_Deir_el_Bahari-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d318962-Reviews-Temple_of_Hatshepsut_at_Deir_el_Bahari-Luxor_Nile_River_Valley.html#REVIEWS,140
Egypt,Memphis_and_Sakkara-Cairo_Cairo_Governorate,http://www.tripadvisor.com/Attraction_Review-g294201-d552698-Reviews-Memphis_and_Sakkara-Cairo_Cairo_Governorate.html#REVIEWS,29
Egypt,Makadi_Water_World-Hurghada_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297549-d2324325-Reviews-Makadi_Water_World-Hurghada_Red_Sea_and_Sinai.html#REVIEWS,35
Egypt,Jungle_Aqua_Park-Hurghada_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297549-d6201113-Reviews-Jungle_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html#REVIEWS,25
Egypt,Aqua_Blue_Water_Sports-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297555-d2706264-Reviews-Aqua_Blue_Water_Sports-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html#REVIEWS,81
Egypt,Sindbad_Aqua_Park-Hurghada_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297549-d1953738-Reviews-Sindbad_Aqua_Park-Hurghada_Red_Sea_and_Sinai.html#REVIEWS,15
Egypt,Tiran_Island-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297555-d548226-Reviews-Tiran_Island-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html#REVIEWS,341
Egypt,Mahmya_Island-Hurghada_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297549-d2331898-Reviews-Mahmya_Island-Hurghada_Red_Sea_and_Sinai.html#REVIEWS,90
Egypt,Philae_Island-Aswan_Aswan_Governorate_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294204-d317778-Reviews-Philae_Island-Aswan_Aswan_Governorate_Nile_River_Valley.html#REVIEWS,25
Egypt,Giftun_Islands-Hurghada_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297549-d553098-Reviews-Giftun_Islands-Hurghada_Red_Sea_and_Sinai.html#REVIEWS,71
Egypt,Temple_of_Karnak-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d459885-Reviews-Temple_of_Karnak-Luxor_Nile_River_Valley.html#REVIEWS,329
Egypt,Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g297540-d317826-Reviews-Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley.html#REVIEWS,126
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d318954-Reviews-Luxor_Temple-Luxor_Nile_River_Valley.html#REVIEWS,182
Egypt,Valley_of_the_Kings-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d321166-Reviews-Valley_of_the_Kings-Luxor_Nile_River_Valley.html#REVIEWS,264
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d318954-Reviews-Luxor_Temple-Luxor_Nile_River_Valley.html#REVIEWS,182
Egypt,Temple_of_Medinat_Habu-Luxor_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294205-d472010-Reviews-Temple_of_Medinat_Habu-Luxor_Nile_River_Valley.html#REVIEWS,56
Egypt,Temple_of_Philae-Aswan_Aswan_Governorate_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294204-d317779-Reviews-Temple_of_Philae-Aswan_Aswan_Governorate_Nile_River_Valley.html#REVIEWS,91
Egypt,Mount_Sinai-Saint_Catherine_Red_Sea_and_Sinai,http://www.tripadvisor.com/Attraction_Review-g297554-d554874-Reviews-Mount_Sinai-Saint_Catherine_Red_Sea_and_Sinai.html#REVIEWS,58
Egypt,Great_Pyramid_of_Cheops_Khufu-Giza_Giza_Governorate,http://www.tripadvisor.com/Attraction_Review-g294202-d308887-Reviews-Great_Pyramid_of_Cheops_Khufu-Giza_Giza_Governorate.html#REVIEWS,91
Egypt,Great_Sphinx-Giza_Giza_Governorate,http://www.tripadvisor.com/Attraction_Review-g294202-d308830-Reviews-Great_Sphinx-Giza_Giza_Governorate.html#REVIEWS,155
Egypt,Temple_of_Philae-Aswan_Aswan_Governorate_Nile_River_Valley,http://www.tripadvisor.com/Attraction_Review-g294204-d317779-Reviews-Temple_of_Philae-Aswan_Aswan_Governorate_Nile_River_Valley.html#REVIEWS,91
Egypt,Old_City_Coptic_Cairo-Cairo_Cairo_Governorate,http://www.tripadvisor.com/Attraction_Review-g294201-d459916-Reviews-Old_City_Coptic_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,86
Kenya,David_Sheldrick_Wildlife_Trust-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d1569686-Reviews-David_Sheldrick_Wildlife_Trust-Nairobi.html#REVIEWS,385
Kenya,Mara_River-Maasai_Mara_National_Reserve_Rift_Valley_Province,http://www.tripadvisor.com/Attraction_Review-g294209-d671381-Reviews-Mara_River-Maasai_Mara_National_Reserve_Rift_Valley_Province.html#REVIEWS,114
Kenya,Tsavo_East-Tsavo_National_Park_East_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g303977-d553330-Reviews-Tsavo_East-Tsavo_National_Park_East_Coast_Province.html#REVIEWS,44
Kenya,Mara_Triangle-Maasai_Mara_National_Reserve_Rift_Valley_Province,http://www.tripadvisor.com/Attraction_Review-g294209-d671383-Reviews-Mara_Triangle-Maasai_Mara_National_Reserve_Rift_Valley_Province.html#REVIEWS,44
Kenya,Karen_Blixen_Coffee_Garden_and_Cottages-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d1607150-Reviews-Karen_Blixen_Coffee_Garden_and_Cottages-Nairobi.html#REVIEWS,27
Kenya,Lamu_Old_Town-Lamu_Island_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g294208-d325044-Reviews-Lamu_Old_Town-Lamu_Island_Coast_Province.html#REVIEWS,20
Kenya,Old_Town-Mombasa_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g294210-d480474-Reviews-Old_Town-Mombasa_Coast_Province.html#REVIEWS,29
Kenya,Jumba_la_Mtwana-Mombasa_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g294210-d1551800-Reviews-Jumba_la_Mtwana-Mombasa_Coast_Province.html#REVIEWS,2
Kenya,Gede_Ruins-Gede_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g2038950-d2025496-Reviews-Gede_Ruins-Gede_Coast_Province.html#REVIEWS,11
Kenya,Karen_Blixen_Museum-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d311548-Reviews-Karen_Blixen_Museum-Nairobi.html#REVIEWS,124
Kenya,Nairobi_National_Museum-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d311544-Reviews-Nairobi_National_Museum-Nairobi.html#REVIEWS,82
Kenya,Fort_Jesus_Museum-Mombasa_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g294210-d480469-Reviews-Fort_Jesus_Museum-Mombasa_Coast_Province.html#REVIEWS,53
Kenya,David_Sheldrick_Wildlife_Trust-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d1569686-Reviews-David_Sheldrick_Wildlife_Trust-Nairobi.html#REVIEWS,385
Kenya,Tsavo_East-Tsavo_National_Park_East_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g303977-d553330-Reviews-Tsavo_East-Tsavo_National_Park_East_Coast_Province.html#REVIEWS,44
Kenya,Mara_Triangle-Maasai_Mara_National_Reserve_Rift_Valley_Province,http://www.tripadvisor.com/Attraction_Review-g294209-d671383-Reviews-Mara_Triangle-Maasai_Mara_National_Reserve_Rift_Valley_Province.html#REVIEWS,44
Kenya,Ol_Pejeta_Conservancy-Laikipia_County_Rift_Valley_Province,http://www.tripadvisor.com/Attraction_Review-g10501193-d1449389-Reviews-Ol_Pejeta_Conservancy-Laikipia_County_Rift_Valley_Province.html#REVIEWS,31
Kenya,Amboseli_National_Park-Amboseli_National_Park_Amboseli_Eco_system_Rift_Valley_Pr,http://www.tripadvisor.com/Attraction_Review-g1600222-d1924861-Reviews-Amboseli_National_Park-Amboseli_National_Park_Amboseli_Eco_system_Rift_Valley_Pr.html#REVIEWS,111
Kenya,Nairobi_National_Park-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d311535-Reviews-Nairobi_National_Park-Nairobi.html#REVIEWS,206
Kenya,Hell_s_Gate_National_Park-Naivasha_Rift_Valley_Province,http://www.tripadvisor.com/Attraction_Review-g317067-d472320-Reviews-Hell_s_Gate_National_Park-Naivasha_Rift_Valley_Province.html#REVIEWS,43
Kenya,Watamu_National_Marine_Park-Watamu_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g661279-d472324-Reviews-Watamu_National_Marine_Park-Watamu_Coast_Province.html#REVIEWS,11
Kenya,Aberdare_National_Park-Nyeri_Central_Province,http://www.tripadvisor.com/Attraction_Review-g616012-d7207114-Reviews-Aberdare_National_Park-Nyeri_Central_Province.html#REVIEWS,6
Kenya,Kisite_Mpunguti_Marine_National_Park_and_Reserve-Shimoni_Coast_Province,http://www.tripadvisor.com/Attraction_Review-g674639-d6122953-Reviews-Kisite_Mpunguti_Marine_National_Park_and_Reserve-Shimoni_Coast_Province.html#REVIEWS,3
Kenya,Machakos_People_s_Park-Machakos_Eastern_Province,http://www.tripadvisor.com/Attraction_Review-g3337083-d7174242-Reviews-Machakos_People_s_Park-Machakos_Eastern_Province.html#REVIEWS,4
Kenya,August_7th_Memorial_Park-Nairobi,http://www.tripadvisor.com/Attraction_Review-g294207-d4237492-Reviews-August_7th_Memorial_Park-Nairobi.html#REVIEWS,2
Gambia,Kotu_Beach-Kotu_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g479201-d2457250-Reviews-Kotu_Beach-Kotu_Banjul_Division.html#REVIEWS,38
Gambia,Katchikally_Crocodile_Pool-Bakau_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g479198-d2462024-Reviews-Katchikally_Crocodile_Pool-Bakau_Banjul_Division.html#REVIEWS,35
Gambia,Birdwatching_in_The_Gambia-Marakissa_West_Coast_Division,http://www.tripadvisor.com/Attraction_Review-g1406062-d2556026-Reviews-Birdwatching_in_The_Gambia-Marakissa_West_Coast_Division.html#REVIEWS,9
Gambia,Bijilo_Forest_Park-Banjul_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g293795-d478448-Reviews-Bijilo_Forest_Park-Banjul_Banjul_Division.html#REVIEWS,22
Gambia,Katchikally_Crocodile_Pool-Bakau_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g479198-d2462024-Reviews-Katchikally_Crocodile_Pool-Bakau_Banjul_Division.html#REVIEWS,35
Gambia,Birdwatching_in_The_Gambia-Marakissa_West_Coast_Division,http://www.tripadvisor.com/Attraction_Review-g1406062-d2556026-Reviews-Birdwatching_in_The_Gambia-Marakissa_West_Coast_Division.html#REVIEWS,9
Gambia,Bijilo_Forest_Park-Banjul_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g293795-d478448-Reviews-Bijilo_Forest_Park-Banjul_Banjul_Division.html#REVIEWS,22
Gambia,Makasutu_Culture_Forest-Serekunda_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g480198-d3701626-Reviews-Makasutu_Culture_Forest-Serekunda_Banjul_Division.html#REVIEWS,8
Gambia,Fort_James_Island-Gambia,http://www.tripadvisor.com/Attraction_Review-g293794-d325036-Reviews-Fort_James_Island-Gambia.html#REVIEWS,4
Gambia,Arch_22-Banjul_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g293795-d600536-Reviews-Arch_22-Banjul_Banjul_Division.html#REVIEWS,8
Gambia,Stone_Circles_of_Senegambia-Serekunda_Banjul_Division,http://www.tripadvisor.com/Attraction_Review-g480198-d6153112-Reviews-Stone_Circles_of_Senegambia-Serekunda_Banjul_Division.html#REVIEWS,2
Gambia,The_Reptile_Farm-Kartong_West_Coast_Division,http://www.tripadvisor.com/Attraction_Review-g658444-d6636701-Reviews-The_Reptile_Farm-Kartong_West_Coast_Division.html#REVIEWS,2
Madagascar,Avenue_of_the_Baobabs-Morondava_Toliara_Province,http://www.tripadvisor.com/Attraction_Review-g298273-d1230499-Reviews-Avenue_of_the_Baobabs-Morondava_Toliara_Province.html#REVIEWS,21
Madagascar,Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province,http://www.tripadvisor.com/Attraction_Review-g479206-d614260-Reviews-Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province.html#REVIEWS,10
Madagascar,Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province,http://www.tripadvisor.com/Attraction_Review-g316106-d318007-Reviews-Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province.html#REVIEWS,36
Madagascar,Isalo_National_Park-Isalo_Toliara_Province,http://www.tripadvisor.com/Attraction_Review-g1062008-d576144-Reviews-Isalo_National_Park-Isalo_Toliara_Province.html#REVIEWS,17
Madagascar,Nosy_Sakatia-Nosy_Be_Antsiranana_Province,http://www.tripadvisor.com/Attraction_Review-g479206-d8727572-Reviews-Nosy_Sakatia-Nosy_Be_Antsiranana_Province.html#REVIEWS,3
Madagascar,Nosy_Tanikely-Nosy_Tanihely_Antsiranana_Province,http://www.tripadvisor.com/Attraction_Review-g2568635-d2538001-Reviews-Nosy_Tanikely-Nosy_Tanihely_Antsiranana_Province.html#REVIEWS,3
Madagascar,Nosy_Fanihy-Nosy_Be_Antsiranana_Province,http://www.tripadvisor.com/Attraction_Review-g479206-d9796405-Reviews-Nosy_Fanihy-Nosy_Be_Antsiranana_Province.html#REVIEWS,0
Madagascar,Madagascar-Morondava_Toliara_Province,http://www.tripadvisor.com/Attraction_Review-g298273-d10636828-Reviews-Madagascar-Morondava_Toliara_Province.html#REVIEWS,0
Madagascar,Ambohimanga-Antananarivo_Antananarivo_Province,http://www.tripadvisor.com/Attraction_Review-g293809-d325060-Reviews-Ambohimanga-Antananarivo_Antananarivo_Province.html#REVIEWS,12
Madagascar,Croc_Farm-Antananarivo_Antananarivo_Province,http://www.tripadvisor.com/Attraction_Review-g293809-d2049457-Reviews-Croc_Farm-Antananarivo_Antananarivo_Province.html#REVIEWS,6
Madagascar,Fort_Manda-Toamasina_Tamatave_Toamasina_Province,http://www.tripadvisor.com/Attraction_Review-g316110-d3557245-Reviews-Fort_Manda-Toamasina_Tamatave_Toamasina_Province.html#REVIEWS,0
Madagascar,Gare_de_Soarano-Antananarivo_Antananarivo_Province,http://www.tripadvisor.com/Attraction_Review-g293809-d10365439-Reviews-Gare_de_Soarano-Antananarivo_Antananarivo_Province.html#REVIEWS,0
Madagascar,Avenue_of_the_Baobabs-Morondava_Toliara_Province,http://www.tripadvisor.com/Attraction_Review-g298273-d1230499-Reviews-Avenue_of_the_Baobabs-Morondava_Toliara_Province.html#REVIEWS,21
Madagascar,Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province,http://www.tripadvisor.com/Attraction_Review-g479206-d614260-Reviews-Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province.html#REVIEWS,10
Madagascar,Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province,http://www.tripadvisor.com/Attraction_Review-g316106-d318007-Reviews-Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province.html#REVIEWS,36
Madagascar,Tsingy_de_Bemaraha_Strict_Nature_Reserve-Madagascar,http://www.tripadvisor.com/Attraction_Review-g293808-d325065-Reviews-Tsingy_de_Bemaraha_Strict_Nature_Reserve-Madagascar.html#REVIEWS,9
Madagascar,Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province,http://www.tripadvisor.com/Attraction_Review-g316106-d318007-Reviews-Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province.html#REVIEWS,36
Madagascar,Isalo_National_Park-Isalo_Toliara_Province,http://www.tripadvisor.com/Attraction_Review-g1062008-d576144-Reviews-Isalo_National_Park-Isalo_Toliara_Province.html#REVIEWS,17
Madagascar,Parc_National_de_l_Andringitra-Ambalavao_Fianarantsoa_Province,http://www.tripadvisor.com/Attraction_Review-g1468138-d3620699-Reviews-Parc_National_de_l_Andringitra-Ambalavao_Fianarantsoa_Province.html#REVIEWS,4
Madagascar,Blue_pool-Ranohira_Fianarantsoa_Province,http://www.tripadvisor.com/Attraction_Review-g2268327-d10275085-Reviews-Blue_pool-Ranohira_Fianarantsoa_Province.html#REVIEWS,2
Madagascar,Canal_des_Pangalanes-Manakara_Fianarantsoa_Province,http://www.tripadvisor.com/Attraction_Review-g1916792-d3556594-Reviews-Canal_des_Pangalanes-Manakara_Fianarantsoa_Province.html#REVIEWS,2
Madagascar,Tsiribihina_River-Tsingy_de_Bemaraha_National_Park_Mahajanga_Province,http://www.tripadvisor.com/Attraction_Review-g673046-d5503141-Reviews-Tsiribihina_River-Tsingy_de_Bemaraha_National_Park_Mahajanga_Province.html#REVIEWS,2
Madagascar,Blue_pool-Ranohira_Fianarantsoa_Province,http://www.tripadvisor.com/Attraction_Review-g2268327-d10275085-Reviews-Blue_pool-Ranohira_Fianarantsoa_Province.html#REVIEWS,2
Madagascar,Black_pool-Ranohira_Fianarantsoa_Province,http://www.tripadvisor.com/Attraction_Review-g2268327-d10296427-Reviews-Black_pool-Ranohira_Fianarantsoa_Province.html#REVIEWS,2
Madagascar,Tsingy_Rouge_Park-Antsiranana_Diego_Suarez_Antsiranana_Province,http://www.tripadvisor.com/Attraction_Review-g298270-d7140935-Reviews-Tsingy_Rouge_Park-Antsiranana_Diego_Suarez_Antsiranana_Province.html#REVIEWS,5
Madagascar,Lemurs_Park-Antananarivo_Antananarivo_Province,http://www.tripadvisor.com/Attraction_Review-g293809-d2208995-Reviews-Lemurs_Park-Antananarivo_Antananarivo_Province.html#REVIEWS,34
Madagascar,Analamazaotra_Special_Reserve-Andasibe_Toamasina_Province,http://www.tripadvisor.com/Attraction_Review-g316106-d8685391-Reviews-Analamazaotra_Special_Reserve-Andasibe_Toamasina_Province.html#REVIEWS,3
Madagascar,Kirindy_Forest_Morondava_Madagascar-Morondava_Toliara_Province,http://www.tripadvisor.com/Attraction_Review-g298273-d8696725-Reviews-Kirindy_Forest_Morondava_Madagascar-Morondava_Toliara_Province.html#REVIEWS,6
Morocco,Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region,http://www.tripadvisor.com/Attraction_Review-g293732-d317997-Reviews-Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region.html#REVIEWS,267
Morocco,Merzouga_Desert-Merzouga_Meknes_Tafilalet_Region,http://www.tripadvisor.com/Attraction_Review-g304017-d554384-Reviews-Merzouga_Desert-Merzouga_Meknes_Tafilalet_Region.html#REVIEWS,31
Morocco,Moroccan_Active_Adventures-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d3227171-Reviews-Moroccan_Active_Adventures-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,44
Morocco,Jardin_Majorelle-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-Jardin_Majorelle-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,1337
Morocco,Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d308902-Reviews-Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,358
Morocco,Medina_of_Essaouira-Essaouira_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g298349-d324133-Reviews-Medina_of_Essaouira-Essaouira_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,129
Morocco,Ksar_of_Ait_Ben_Haddou-Ait_Ben_Haddou_Souss_Massa_Draa_Region,http://www.tripadvisor.com/Attraction_Review-g304011-d481073-Reviews-Ksar_of_Ait_Ben_Haddou-Ait_Ben_Haddou_Souss_Massa_Draa_Region.html#REVIEWS,68
Morocco,Medina-Chefchaouen_Tangier_Tetouan_Region,http://www.tripadvisor.com/Attraction_Review-g304013-d1751665-Reviews-Medina-Chefchaouen_Tangier_Tetouan_Region.html#REVIEWS,38
Morocco,Photography_Museum_of_Marrakech-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d1675171-Reviews-Photography_Museum_of_Marrakech-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,212
Morocco,Boucharouite_Museum-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d6451076-Reviews-Boucharouite_Museum-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,14
Morocco,Ecomusee_Berbere-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d1515263-Reviews-Ecomusee_Berbere-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,12
Morocco,American_Legation-Tangier_Tangier_Tetouan_Region,http://www.tripadvisor.com/Attraction_Review-g293737-d481062-Reviews-American_Legation-Tangier_Tangier_Tetouan_Region.html#REVIEWS,25
Morocco,Jardin_Majorelle-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-Jardin_Majorelle-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,1337
Morocco,Le_Paradis_du_Safran-Ourika_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g1847424-d5062613-Reviews-Le_Paradis_du_Safran-Ourika_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,4
Morocco,Le_Jardin_Secret-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d10124874-Reviews-Le_Jardin_Secret-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,42
Morocco,Jardin_Jnan_Sbil-Fes_Fes_Boulemane_Region,http://www.tripadvisor.com/Attraction_Review-g293733-d2039292-Reviews-Jardin_Jnan_Sbil-Fes_Fes_Boulemane_Region.html#REVIEWS,29
Morocco,Medina_of_Fez-Fes_Fes_Boulemane_Region,http://www.tripadvisor.com/Attraction_Review-g293733-d318051-Reviews-Medina_of_Fez-Fes_Fes_Boulemane_Region.html#REVIEWS,283
Morocco,Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d308902-Reviews-Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,358
Morocco,Ksar_of_Ait_Ben_Haddou-Ait_Ben_Haddou_Souss_Massa_Draa_Region,http://www.tripadvisor.com/Attraction_Review-g304011-d481073-Reviews-Ksar_of_Ait_Ben_Haddou-Ait_Ben_Haddou_Souss_Massa_Draa_Region.html#REVIEWS,68
Morocco,Medina_of_Marrakesh-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d324126-Reviews-Medina_of_Marrakesh-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,559
Morocco,Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region,http://www.tripadvisor.com/Attraction_Review-g293732-d317997-Reviews-Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region.html#REVIEWS,267
Morocco,Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d308902-Reviews-Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,358
Morocco,Station_Marrakesh-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d1382960-Reviews-Station_Marrakesh-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,48
Morocco,Bou_Inania_Medersa-Fes_Fes_Boulemane_Region,http://www.tripadvisor.com/Attraction_Review-g293733-d481038-Reviews-Bou_Inania_Medersa-Fes_Fes_Boulemane_Region.html#REVIEWS,27
Morocco,Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region,http://www.tripadvisor.com/Attraction_Review-g293732-d317997-Reviews-Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region.html#REVIEWS,267
Morocco,Bou_Inania_Medersa-Meknes_Meknes_Tafilalet_Region,http://www.tripadvisor.com/Attraction_Review-g293735-d2147241-Reviews-Bou_Inania_Medersa-Meknes_Meknes_Tafilalet_Region.html#REVIEWS,6
Morocco,Tamegroute-Zagora_Souss_Massa_Draa_Region,http://www.tripadvisor.com/Attraction_Review-g304023-d548176-Reviews-Tamegroute-Zagora_Souss_Massa_Draa_Region.html#REVIEWS,4
Morocco,Koutoubia_Mosque_and_Minaret-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d318046-Reviews-Koutoubia_Mosque_and_Minaret-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,141
Morocco,Volubilis-Meknes_Tafilalet_Region,http://www.tripadvisor.com/Attraction_Review-g2626641-d324139-Reviews-Volubilis-Meknes_Tafilalet_Region.html#REVIEWS,47
Morocco,Chellah-Rabat_Rabat_Sale_Zemmour_Zaer_Region,http://www.tripadvisor.com/Attraction_Review-g293736-d481066-Reviews-Chellah-Rabat_Rabat_Sale_Zemmour_Zaer_Region.html#REVIEWS,50
Morocco,Volubilis-Meknes_Meknes_Tafilalet_Region,http://www.tripadvisor.com/Attraction_Review-g293735-d7386877-Reviews-Volubilis-Meknes_Meknes_Tafilalet_Region.html#REVIEWS,9
Morocco,Dades_Gorge-Morocco,http://www.tripadvisor.com/Attraction_Review-g293730-d940273-Reviews-Dades_Gorge-Morocco.html#REVIEWS,6
Morocco,Parc_Perdicaris-Tangier_Tangier_Tetouan_Region,http://www.tripadvisor.com/Attraction_Review-g293737-d3534774-Reviews-Parc_Perdicaris-Tangier_Tangier_Tetouan_Region.html#REVIEWS,3
Morocco,Cyber_Park_Arsat_Moulay_Abdeslam-Marrakech_Marrakech_Tensift_El_Haouz_Region,http://www.tripadvisor.com/Attraction_Review-g293734-d656363-Reviews-Cyber_Park_Arsat_Moulay_Abdeslam-Marrakech_Marrakech_Tensift_El_Haouz_Region.html#REVIEWS,29
Morocco,National_Park_of_Souss_Massa-Souss_Massa_Draa_Region,http://www.tripadvisor.com/Attraction_Review-g2626673-d3179564-Reviews-National_Park_of_Souss_Massa-Souss_Massa_Draa_Region.html#REVIEWS,3
