country,attraction,address
Nepal,Babar_Mahal_Revisted-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region,"Rana Palace, Kathmandu 44600, Nepal"
Nepal,Pujari_Math-Bhaktapur_Kathmandu_Valley_Bagmati_Zone_Central_Region,"Durbar Square, Bhaktapur 44800, Nepal"
Nepal,World_Peace_Pagoda-Lumbini_Lumbini_Zone_Western_Region," | Rupandehi, Lumbini 32914, Nepal"
Oman,Sultan_Qaboos_Grand_Mosque-Muscat_Muscat_Governorate,"Wilayat Bawshar, Muscat 113, Oman"
Oman,Royal_Opera_House-Muscat_Muscat_Governorate,"Al Kharijiyah Street, Muscat, Oman"
Oman,Wadi_Shab-Sur_Ash_Sharqiyah_Governorate,"50km West of Sur, Sur 411, Oman"
Oman,Oman_Fjords-Khasab_Musandam_Governorate,"Khasab 811, Oman"
Oman,Jabrin_Fort-Jabrin_Ad_Dakhiliyah_Governorate,"A'Dakhiliyah Region, Jabrin 612, Oman"
Oman,Misfat_al_Abreyeen-Al_Hamra_Ad_Dakhiliyah_Governorate,"Al Hamra, Oman"
Oman,Mutrah_Souq-Muscat_Governorate,"Al Bahri Rd | Near Corniche Restaurant, 113, Oman"
Oman,Nakhal_Fort-Al_Batinah_Governorate,"Wilayt Nakhal, Oman"
Oman,Bait_Al_Zubair-Muscat_Muscat_Governorate,"Al-Saidiya Street, Muscat 113, Oman"
Oman,Sultan_s_Armed_Forces_Museum-Muscat_Muscat_Governorate,"Bait Al-Falaj Fort, Muscat, Oman"
Oman,Oman_Oil_and_Gas_Exhibition_Centre-Muscat_Muscat_Governorate,"Sayh Al-Malih Street, Muscat 113, Oman"
Oman,Museum_of_the_Frankincense_Land-Salalah_Dhofar_Governorate,"As Sultan Qaboos Street, Salalah 211, Oman"
Oman,Mohammed_Al_Ameen_Mosque-Muscat_Muscat_Governorate,"23rd July Street, Muscat, Oman, Muscat 113, Oman"
Oman,Khasab_Fort-Khasab_Musandam_Governorate,"The corniche | Opposite Khasab Harbour, Khasab 811, Oman"
Oman,Corniche-Muscat_Governorate,Oman
Oman,Nizwaa-Nizwa_Ad_Dakhiliyah_Governorate,"Nizwa, Nizwa 611, Oman"
Oman,Wadi_Shab-Sur_Ash_Sharqiyah_Governorate,"50km West of Sur, Sur 411, Oman"
Oman,Oman_Fjords-Khasab_Musandam_Governorate,"Khasab 811, Oman"
Oman,Al_Mughsail_Beach-Salalah_Dhofar_Governorate,"Salalah, Oman"
Oman,Jebel_Akhdar-Nizwa_Ad_Dakhiliyah_Governorate," | Al Hajar Mountains Range, Nizwa, Oman"
Oman,Al_Alam_Royal_Palace-Muscat_Governorate,"Waterfront, Oman"
Oman,Al_Hazm_Castle-Ar_Rustaq_Al_Batinah_Governorate,"Ar Rustaq, Oman"
Oman,Taqah_Castle-Salalah_Dhofar_Governorate,"Taqah, Salalah 211, Oman"
Oman,Khasab_Castle-Khasab_Musandam_Governorate,"Khasab Castle, Khasab 811, Oman"
South_Korea,The_War_Memorial_of_Korea-Seoul,"29, Itaewon-ro, Yongsan-gu, Seoul 04353, South Korea"
South_Korea,Seoul_Metro-Seoul,"Seoul, South Korea"
South_Korea,Gyeongbokgung_Palace-Seoul,"161 Sajik-ro, Jongno-gu, Seoul, South Korea"
South_Korea,Bukhansan_National_Park-Seoul,"Seoul, South Korea"
South_Korea,Gyeongbokgung_Palace-Seoul,"161 Sajik-ro, Jongno-gu, Seoul, South Korea"
South_Korea,Changdeokgung_Palace-Seoul,"99, Yulgok-ro, Jongno-gu, Seoul 03072, South Korea"
South_Korea,Bulguksa_Temple-Gyeongju_Gyeongsangbuk_do,"385, Bulguk-ro, Gyeongju, Gyeongsangbuk-do 38127, South Korea"
South_Korea,DMZ-Paju_Gyeonggi_do,"Munsan-eup, Majeong-ri | Imjingak Tourist information center, Paju, Gyeonggi-do, South Korea"
South_Korea,The_War_Memorial_of_Korea-Seoul,"29, Itaewon-ro, Yongsan-gu, Seoul 04353, South Korea"
South_Korea,Gyeongbokgung_Palace-Seoul,"161 Sajik-ro, Jongno-gu, Seoul, South Korea"
South_Korea,National_Museum_of_Korea-Seoul,"137 Seobinggo-ro, Yongsan-gu, Seoul 04383, South Korea"
South_Korea,Gyeongju_National_Museum-Gyeongju_Gyeongsangbuk_do,"186 Iljeong-ro, Gyeongju, Gyeongsangbuk-do 38171, South Korea"
South_Korea,Hallasan_National_Park-Jeju_Jeju_Island,"Jeju, Jeju Island, South Korea"
South_Korea,Bijarim_Forest-Jeju_Jeju_Island,"Gujwa-eup, Jeju, Jeju Island, South Korea"
South_Korea,Jeolmul_Natural_Forest_Resort-Jeju_Jeju_Island,"Bonggae-dong, Jeju, Jeju Island, South Korea"
South_Korea,Boseong_Green_Tea_Field_Daehan_Dawon-Boseong_gun_Jeollanam_do,"Bongsan-ri, Boseong-eup, Boseong-gun, Jeollanam-do, South Korea"
South_Korea,Everland-Yongin_Gyeonggi_do,"310 Jeondae-ri, Pogok-eup, Cheoin-gu, Yongin, Gyeonggi-do, South Korea"
South_Korea,Korean_Folk_Village-Yongin_Gyeonggi_do,"90, Minsokchon-ro, Giheung-gu, Yongin, Gyeonggi-do 17075, South Korea"
South_Korea,Seoul_Children_s_Grand_Park-Seoul,"216 Neungdong-ro, Gwangjin-gu, Seoul 04991, South Korea"
South_Korea,Gangchon_Rail_Park-Chuncheon_Gangwon_do,"323-2 Jeung-ri, Sindong-myeon, Chuncheon, Gangwon-do 200-812, South Korea"
South_Korea,Changdeokgung_Palace-Seoul,"99, Yulgok-ro, Jongno-gu, Seoul 03072, South Korea"
South_Korea,Jogyesa_Temple-Seoul,"45 Gyeonji-dong, Jongno-gu, Seoul 110-170, South Korea"
South_Korea,Gwanghwamun_Gate-Seoul,"161 Sajik-ro, Jongno-gu, Seoul, South Korea"
South_Korea,Jongmyo_Shrine-Seoul,"155 Jongno, Jongno-gu, Seoul 110-400, South Korea"
South_Korea,Seoul_Grand_Park-Gwacheon_Gyeonggi_do,"102, Daegongwongwangjang-ro, Gwacheon, Gyeonggi-do 13829, South Korea"
South_Korea,Lotte_World_Aquarium-Seoul,"300, Olympic-ro, Songpa-gu, Seoul 05551, South Korea"
South_Korea,Coex_Aquarium-Seoul,"524, Bongeunsa-ro, Gangnam-gu | B1 Coex Mall, Seoul 06164, South Korea"
South_Korea,SEA_LIFE_Busan_Aquarium-Busan,"266, Haeundaehaebyeon-ro, Haeundae-gu, Busan 48100, South Korea"
South_Korea,Changdeokgung_Palace-Seoul,"99, Yulgok-ro, Jongno-gu, Seoul 03072, South Korea"
South_Korea,Namsan_Park-Seoul,"100-177 Hoehyeon-dong 1-ga, Jung-gu, Seoul, South Korea"
South_Korea,The_Garden_of_Morning_Calm-Gapyeong_gun_Gyeonggi_do,"432 Sumokwon-ro, Sang-myeon, Gapyeong-gun, Gyeonggi-do 12448, South Korea"
South_Korea,Seoul_Children_s_Grand_Park-Seoul,"216 Neungdong-ro, Gwangjin-gu, Seoul 04991, South Korea"
South_Korea,Udo-Jeju_Jeju_Island,"Udo-myeon, Jeju, Jeju Island, South Korea"
South_Korea,Nami_Island-Chuncheon_Gangwon_do,"1, Namiseom-gil, Namsan-myeon, Chuncheon, Gangwon-do 24464, South Korea"
South_Korea,Odongdo-Yeosu_Jeollanam_do,"1 Halnyeo-dong, Yeosu, Jeollanam-do, South Korea"
South_Korea,Oryukdo_Island-Busan,"Busan, South Korea"
South_Korea,Bukchon_Hanok_Village-Seoul,"37, Gyedong-gil, Jongno-gu, Seoul 03059, South Korea"
South_Korea,Hongik_University_Street-Seoul,"Seogyo-dong, Seoul, South Korea"
South_Korea,Hwaseong_Fortress-Suwon_Gyeonggi_do,"11, Haenggung-ro, Paldal-gu, Suwon, Gyeonggi-do 16261, South Korea"
South_Korea,Bongeunsa_Temple-Seoul,"73 Samseong-dong, Gangnam-gu, Seoul 135-090, South Korea"
Thailand,Temple_of_the_Reclining_Buddha_Wat_Pho-Bangkok,"2 Sanamchai Road. | Grand Palace, Pranakorn, Bangkok 10200, Thailand"
Thailand,BTS_Skytrain-Bangkok,"Bangkok, Thailand"
Thailand,Lanta_Animal_Welfare-Ko_Lanta_Krabi_Province,"629 Moo. 2, Ko Lanta 81150, Thailand"
Thailand,Soi_Dog_Foundation-Phuket,"167/9 Soi Mai Khao 10, Phuket 83110, Thailand"
Thailand,Sukhothai_Historical_Park-Sukhothai_Sukhothai_Province,"Mueang Kao, Mueang Sukhothai District, Amphoe Mueang, Sukhothai 64210, Thailand"
Thailand,Wat_Mahathat-Ayutthaya_Ayutthaya_Province,"Ayutthaya Historical Park | Pratuchai, Phra Nakhon Si Ayutthaya, Ayutthaya 13000, Thailand"
Thailand,Ancient_City_Mueang_Boran-Samut_Prakan_Samut_Prakan_Province,"296/1 Sukhumvit Road | Bangpoo Subdistrict, Samut Prakan 10280, Thailand"
Thailand,Si_Satchanalai_Historical_Park-Sukhothai_Sukhothai_Province,"Sukhothai, Thailand"
Thailand,Hellfire_Pass_Memorial_Museum_and_Walking_Trail-Sai_Yok_Kanchanaburi_Province,"207 Moo 11 | Tha Sao Subdistrict, Sai Yok 71150, Thailand"
Thailand,Jim_Thompson_House-Bangkok,"6 Soi Kasemsan 2, Rama 1 Rd, Bangkok 10110, Thailand"
Thailand,The_Thailand_Burma_Railway_Centre-Kanchanaburi_Kanchanaburi_Province,"73 Jaokannun Road | BanNua, Amphoe Muang, Kanchanaburi 71000, Thailand"
Thailand,Art_in_Paradise-Pattaya_Chonburi_Province,"78/34 Moo 9 Pattaya Second Road | Nongprue, Banglamung, Pattaya 20150, Thailand"
Thailand,Koh_Rok_Island-Ko_Lanta_Krabi_Province,"Koh Lanta, Ko Lanta, Thailand"
Thailand,Bamboo_Island-Ko_Phi_Phi_Don_Krabi_Province,"Ko Phi Phi Don, Thailand"
Thailand,Ko_Phi_Phi_Le-Ko_Phi_Phi_Don_Krabi_Province,"Ko Phi Phi Don, Thailand"
Thailand,Ko_Lipe-Ko_Lipe_Satun_Province,"Ko Lipe, Thailand"
Thailand,Ramayana_Water_Park-Pattaya_Chonburi_Province,"9 Moo 7, Ban Yen Rd | Na Chom Thian, Sattahip, Chon Buri, Pattaya 20250, Thailand"
Thailand,Surf_House_Phuket_Kata_Beach-Kata_Beach_Karon_Phuket,"4 Pakbang Road | T.Karon, A.Muang, Kata Beach, Karon, Phuket 83100, Thailand"
Thailand,Black_Mountain_Water_Park-Hua_Hin_Prachuap_Khiri_Khan_Province,"1 Moo 2 | Prachuapkhirikhan, Hua Hin 77110, Thailand"
Thailand,Safari_World-Bangkok,"99 Panyaintra Road | Samwatawantok, Klongsamwa, Bangkok 10510, Thailand"
Thailand,Temple_of_the_Reclining_Buddha_Wat_Pho-Bangkok,"2 Sanamchai Road. | Grand Palace, Pranakorn, Bangkok 10200, Thailand"
Thailand,Temple_of_the_Emerald_Buddha_Wat_Phra_Kaew-Bangkok,"Na Phra Lan Road | Phra Borom Maha Rajawang, Phra Nakhon, Bangkok 10200, Thailand"
Thailand,Wat_Chedi_Luang_Varavihara-Chiang_Mai,"103 Phra Pok Klao Road | Phra Singh, Chiang Mai 50200, Thailand"
Thailand,Wat_Rong_Khun-Chiang_Rai_Chiang_Rai_Province," | Pa O Don Chai Subdistrict, Chiang Rai 57000, Thailand"
Thailand,Safari_World-Bangkok,"99 Panyaintra Road | Samwatawantok, Klongsamwa, Bangkok 10510, Thailand"
Thailand,Siam_Insect_Zoo-Mae_Rim,"23/4 Moo1, Mae Rim-Samoeng Rd | Mae Raem Subdistrict, Mae Rim 50180, Thailand"
Thailand,Million_Years_Stone_Park_Pattaya_Crocodile_Farm-Pattaya_Chonburi_Province,"22/1 Moo 1 | Nong Plalai, Pattaya 20150, Thailand"
Thailand,Kok_Chang_Safari_Elephant_Trekking-Kata_Beach_Karon_Phuket,"287 Moo 2 Sai Yuan Road, Kata Beach, Karon, Phuket 83100, Thailand"
Thailand,Koh_Phi_Phi_Viewpoint-Ko_Phi_Phi_Don_Krabi_Province,"Ko Phi Phi Don, Thailand"
Thailand,Sanctuary_of_Truth_Prasat_Sut_Ja_Tum-Pattaya_Chonburi_Province,"Naklua Soi 12, Pattaya-Naklua Rd, Pattaya, Thailand"
Thailand,Ayutthaya_Historical_Park-Ayutthaya_Ayutthaya_Province,"Ayutthaya 13000, Thailand"
Thailand,Wat_Pha_Sorn_Kaew-Khaem_Son_Phetchabun_Province,"95 Moo 7, Baan Thang Daeng, Khaem Son 67280, Thailand"
Thailand,Lanta_Animal_Welfare-Ko_Lanta_Krabi_Province,"629 Moo. 2, Ko Lanta 81150, Thailand"
Thailand,Soi_Dog_Foundation-Phuket,"167/9 Soi Mai Khao 10, Phuket 83110, Thailand"
Thailand,Phang_Nga_Elephant_Park-Phang_Nga_Phang_Nga_Province,"49/1 Moo 3 | Tambon Thung Kha Ngok, Phang Nga 82000, Thailand"
Thailand,Wildlife_Friends_of_Thailand-Tha_Yang_Phetchaburi_Province,"Moo 6 | Tambon Thamairuak, Tha Yang 76130, Thailand"
United_Arab_Emirates,Sheikh_Zayed_Mosque-Abu_Dhabi_Emirate_of_Abu_Dhabi,"Sheikh Rashid Bin Saeed Street, 5th St, Abu Dhabi, United Arab Emirates"
United_Arab_Emirates,Dubai_Fountains-Dubai_Emirate_of_Dubai,"Financial Centre Road | Dubai Mall, Dubai 126882, United Arab Emirates"
United_Arab_Emirates,Burj_Khalifa-Dubai_Emirate_of_Dubai,"1 Mohammed Bin Rashid Boulevard | Downtown Dubai, Dubai 9440, United Arab Emirates"
United_Arab_Emirates,The_Dubai_Mall-Dubai_Emirate_of_Dubai,"Al Mussallah Rd | DownTown Dubai, Near Souk Al Bahar Bridge, Dubai 113444, United Arab Emirates"
United_Arab_Emirates,Observation_Deck_at_300-Abu_Dhabi_Emirate_of_Abu_Dhabi,"Jumeirah At Etihad Towers Corniche Rd | Al Ras Alakhdar, Abu Dhabi 111929, United Arab Emirates"
United_Arab_Emirates,The_Walk_At_JBR-Dubai_Emirate_of_Dubai," | Jumeirah Beach Residence, Dubai 500272, United Arab Emirates"
United_Arab_Emirates,The_Corniche-Abu_Dhabi_Emirate_of_Abu_Dhabi,"Abu Dhabi, United Arab Emirates"
United_Arab_Emirates,Sheikh_Mohammed_Centre_for_Cultural_Understanding-Dubai_Emirate_of_Dubai,"Al Mussallah Rd | House 26, Al Fahidi District, Dubai, United Arab Emirates"
United_Arab_Emirates,Sharjah_Museum_of_Islamic_Civilization-Sharjah_Emirate_of_Sharjah,"Corniche St, Sharjah, United Arab Emirates"
United_Arab_Emirates,Sheikh_Zayed_Palace_Museum-Al_Ain_Emirate_of_Abu_Dhabi,"Palace, Al Ain, United Arab Emirates"
United_Arab_Emirates,Mleiha_Archaeological_Centre-Sharjah_Emirate_of_Sharjah,"Mleiha City, Sharjah, United Arab Emirates"
United_Arab_Emirates,Sharjah_Classic_Car_Museum-Sharjah_Emirate_of_Sharjah,"Sharjah-Al Dhaid Road, Sharjah, United Arab Emirates"
United_Arab_Emirates,Mushrif_Central_Park-Abu_Dhabi_Emirate_of_Abu_Dhabi,"17th St | Mushrif Area, Abu Dhabi, United Arab Emirates"
United_Arab_Emirates,Al_Mamzar_Beach_Park-Dubai_Emirate_of_Dubai,"Al Mamzar Al Khaleej Rd | Al Mamzar, Dubai, United Arab Emirates"
United_Arab_Emirates,Zabeel_Park-Dubai_Emirate_of_Dubai,"Sheikh Khalifa Bin Zayed Rd | Al Kifaf, Dubai, United Arab Emirates"
United_Arab_Emirates,Eastern_Mangrove_Lagoon_National_Park-Abu_Dhabi_Emirate_of_Abu_Dhabi,"Abu Dhabi, United Arab Emirates"
United_Arab_Emirates,Aquaventure_Waterpark-Dubai_Emirate_of_Dubai,"Crescent Road | Atlantis, The Palm, Dubai, United Arab Emirates"
United_Arab_Emirates,Yas_Waterworld_Abu_Dhabi-Abu_Dhabi_Emirate_of_Abu_Dhabi,"Yas Waterworld Yas Leisure Dr, Abu Dhabi 00000, United Arab Emirates"
United_Arab_Emirates,Wild_Wadi_Waterpark-Dubai_Emirate_of_Dubai,"Jumeirah Beach Road | Umm Suqeim 3, Dubai, United Arab Emirates"
United_Arab_Emirates,Ski_Dubai-Dubai_Emirate_of_Dubai,"Shiekh Zayed Road, Interchange 4 | Mall of the Emirates, Dubai, United Arab Emirates"
United_Arab_Emirates,Dubai_Desert_Conservation_Reserve-Dubai_Emirate_of_Dubai,"Desert | Dubai-Al Ain Road - Exit 50, Dubai 118887, United Arab Emirates"
United_Arab_Emirates,Al_Ain_Zoo-Al_Ain_Emirate_of_Abu_Dhabi,"Al Ain, United Arab Emirates"
United_Arab_Emirates,Snow_Penguins_at_Ski_Dubai-Dubai_Emirate_of_Dubai,"Mall of the Emirates Sheikh Zayed Rd | Al Barsha, Dubai, United Arab Emirates"
United_Arab_Emirates,Sea_Lion_Point-Dubai_Emirate_of_Dubai,"Crescent Dr | Atlantis, The Palm, Dubai, United Arab Emirates"
United_Arab_Emirates,Burj_Khalifa-Dubai_Emirate_of_Dubai,"1 Mohammed Bin Rashid Boulevard | Downtown Dubai, Dubai 9440, United Arab Emirates"
United_Arab_Emirates,Burj_Al_Arab-Dubai_Emirate_of_Dubai,"3 Jumeirah Street | Burj Al-Arab Hotel, Dubai, United Arab Emirates"
United_Arab_Emirates,Emirates_Palace-Abu_Dhabi_Emirate_of_Abu_Dhabi,"West End Corniche, Abu Dhabi, United Arab Emirates"
United_Arab_Emirates,Emirates_Towers-Dubai_Emirate_of_Dubai,"Emirates Towers Sheikh Zayed Rd, Dubai, United Arab Emirates"
United_Arab_Emirates,Sheikh_Zayed_Mosque-Abu_Dhabi_Emirate_of_Abu_Dhabi,"Sheikh Rashid Bin Saeed Street, 5th St, Abu Dhabi, United Arab Emirates"
United_Arab_Emirates,Gurunanak_Darbar_Sikh_Temple-Dubai_Emirate_of_Dubai,"Al Muntazah Complex 212 Rd | Jebel Ali, Dubai, United Arab Emirates"
United_Arab_Emirates,Jumeirah_Mosque-Dubai_Emirate_of_Dubai,"Jumeira Rd, Dubai 75157, United Arab Emirates"
United_Arab_Emirates,Al_Noor_Mosque-Sharjah_Emirate_of_Sharjah,"Al Mamzar Corniche St, Sharjah, United Arab Emirates"
Algeria,Notre_Dame_d_Afrique-Algiers_Algiers_Province,"03, Avenue Ali Ourak, Algiers 16070, Algeria"
Algeria,Le_Jardin_d_Essai_du_Hamma-Algiers_Algiers_Province,"Rue Hassiba Ben Bouali - BP 141, Algiers 16000, Algeria"
Algeria,Memorial_du_Martyr-Algiers_Algiers_Province,"Boulevard Khalifa Oulmane, Algiers, Algeria"
Algeria,La_Grande_Poste_d_Alger-Algiers_Algiers_Province,"Rue Ben M'hidi Larbi, Algiers, Algeria"
Algeria,Fort_Santa_Cruz-Oran_Oran_Province,"Oran 46000, Algeria"
Algeria,Palais_d_Ahmed_Bey-Constantine_Constantine_Province,"Place Si Haous, Constantine, Algeria"
Algeria,Mosquee_Sidi_Boumediene-Tlemcen_Tlemcen_Province,"Rue Ibn Khaldoun | El Eubbad, Tlemcen 13000, Algeria"
Algeria,Kasbah_of_Algiers-Algiers_Algiers_Province,"Algiers, Algeria"
Algeria,Musee_National_du_Bardo-Algiers_Algiers_Province,"3, rue Franklin Roosevelt,, Algiers 16100, Algeria"
Algeria,Le_Musee_National_Des_Beaux_Arts-Algiers_Algiers_Province,"Dar Essalam El Hamma, Algiers, Algeria"
Algeria,Musem_de_l_Armee-Algiers_Algiers_Province,"Riadh El Feth, Algiers 16015, Algeria"
Algeria,Museum_of_Modern_Art_Algiers-Algiers_Algiers_Province,"25, rue Larbi Ben M_Hidi, Algiers, Algeria"
Algeria,Monument_Aux_Morts-Constantine_Constantine_Province,"Rocher de Sidi M'Cid, Constantine, Algeria"
Algeria,Memorial_du_Martyr-Algiers_Algiers_Province,"Boulevard Khalifa Oulmane, Algiers, Algeria"
Algeria,Emir_Abdelkader_Mosque-Constantine_Constantine_Province,"Constantine, Algeria"
Algeria,Theatre_Regional_de_Constantine-Constantine_Constantine_Province,"1 Rue Bounab Ali, Constantine 25000, Algeria"
Algeria,Le_Jardin_d_Essai_du_Hamma-Algiers_Algiers_Province,"Rue Hassiba Ben Bouali - BP 141, Algiers 16000, Algeria"
Algeria,Chrea_National_Park-Blida_Blida_Province,"1 Route Nationale, Blida 09006, Algeria"
Algeria,Plage_de_Madagh_1-Oran_Oran_Province,"20 W, Oran 31000, Algeria"
Algeria,Algerian_Sahara-Algeria,Algeria
Algeria,Tipasa_Archaeological_Park-Tipasa_Tipasa_Province,"Tipasa, Algeria"
Algeria,Citadelle_et_Palais_El_Mechouar-Tlemcen_Tlemcen_Province,"Citadelle El El Mechouar, El Mechouar, Tlemcen 13000, Algeria"
Algeria,Monument_Aux_Morts-Constantine_Constantine_Province,"Rocher de Sidi M'Cid, Constantine, Algeria"
Algeria,Cuicul_Roman_Ruins-Djemila_Setif_Province,"Djemila, Algeria"
Algeria,Notre_Dame_d_Afrique-Algiers_Algiers_Province,"03, Avenue Ali Ourak, Algiers 16070, Algeria"
Algeria,Emir_Abdelkader_Mosque-Constantine_Constantine_Province,"Constantine, Algeria"
Algeria,Mosquee_Sidi_Boumediene-Tlemcen_Tlemcen_Province,"Rue Ibn Khaldoun | El Eubbad, Tlemcen 13000, Algeria"
Algeria,The_Royal_Mausoleum_of_Mauretania-Tipasa_Tipasa_Province,"13 KM East of Tipasa, Tipasa, Algeria"
Algeria,Timgad-Batna_Batna_Province,"Batna, Algeria"
Algeria,Great_Mosque_or_Tlemcen-Tlemcen_Tlemcen_Province,"Tlemcen, Algeria"
Algeria,Tiddis_Roman_Ruins-Constantine_Constantine_Province,"Ville Romaine de Tiddis | North West of Constantine City, Constantine, Algeria"
Algeria,Al_Qal_a_of_Beni_Hammad-M_sila_M_Sila_Province,"Commune of Maadid Bechara, M'sila, Algeria"
Angola,Miradouro_da_Lua-Luanda_Luanda_Province,"Luanda, Angola"
Angola,Fortaleza_de_Sao_Miguel-Luanda_Luanda_Province,"Calcada de Sao Miguel, Luanda, Angola"
Angola,Avenida_4_de_Fevereiro-Luanda_Luanda_Province,"Av. 4 de Fevereiro, Luanda, Angola"
Angola,Tundavala-Lubango_Huila_Province,"Chela, Lubango, Angola"
Angola,Avenida_4_de_Fevereiro-Luanda_Luanda_Province,"Av. 4 de Fevereiro, Luanda, Angola"
Angola,Tundavala-Lubango_Huila_Province,"Chela, Lubango, Angola"
Angola,Sangano_Beach-Luanda_Luanda_Province,"Luanda, Angola"
Angola,Ilha_do_Mussulo-Luanda_Luanda_Province,"Luanda, Angola"
Angola,Miradouro_da_Lua-Luanda_Luanda_Province,"Luanda, Angola"
Angola,Mausoleum_of_Agostinho_Neto-Luanda_Luanda_Province,"Luanda, Angola"
Angola,Christ_the_King_Statue-Lubango_Huila_Province,"Creisto Rei, Lubango, Angola"
Angola,Black_Rocks-Malanje_Malanje_Province,"Lunda Norte, Malanje, Angola"
Botswana,Okavango_Delta-Maun_North_West_District,"Maun, Botswana"
Botswana,Moremi_Wildlife_Reserve-Moremi_Game_Reserve_Okavango_Delta_North_West_District,"Moremi Game Reserve, Botswana"
Botswana,Chobe_National_Park-Kasane_North_West_District,"Kasane, Botswana"
Botswana,Savute_Reserve-Chobe_National_Park_North_West_District,"Chobe National Park, Botswana"
Botswana,Three_Chiefs_Statues-Gaborone_South_East_District,"Gaborone, Botswana"
Botswana,Khwai_River_Bridge-Okavango_Delta_North_West_District,Botswana
Botswana,Tsodilo_Hills-Shakawe_North_West_District,"Near Sepupa | Northwest Botswana, Shakawe, Botswana"
Botswana,ISKCON_Gaborone-Gaborone_South_East_District,"Masokwe 18678 | West Phase 2, Gaborone, Botswana"
Botswana,Okavango_Delta-Maun_North_West_District,"Maun, Botswana"
Botswana,Moremi_Wildlife_Reserve-Moremi_Game_Reserve_Okavango_Delta_North_West_District,"Moremi Game Reserve, Botswana"
Botswana,Savute_Reserve-Chobe_National_Park_North_West_District,"Chobe National Park, Botswana"
Botswana,Makgadikgadi_Salt_Pan-Makgadikgadi_Pans_National_Park_Central_District,"Makgadikgadi Pans National Park, Botswana"
Cote_d_Ivoire,Basilica_of_Our_Lady_of_Peace-Yamoussoukro_Lacs_Region,"Yamoussoukro, Cote d'Ivoire"
Cote_d_Ivoire,St_Paul_s_Cathedral-Abidjan_Lagunes_Region,"Blvd. Angoulvant, Abidjan, Cote d'Ivoire"
Cote_d_Ivoire,The_Plateau-Abidjan_Lagunes_Region,"Abidjan, Cote d'Ivoire"
Cote_d_Ivoire,Jardin_botanique_de_Bingerville-Abidjan_Lagunes_Region,"Abidjan, Cote d'Ivoire"
Cote_d_Ivoire,St_Paul_s_Cathedral-Abidjan_Lagunes_Region,"Blvd. Angoulvant, Abidjan, Cote d'Ivoire"
Cote_d_Ivoire,L_Ancienne_Maison_du_Gouverneur_de_Bas_Sassandra-Sassandra_Haut_Sassandra_Region,"Route de la Maison du Gouverneur, L'Embauchere du Sassandra, Sassandra 06BP6103, Cote d'Ivoire"
Cote_d_Ivoire,Le_Wharf_du_Sassandra-Sassandra_Haut_Sassandra_Region,"L'Ancienne Port de Sassandra, Boulevard de la Plage, Sassandra 06BP6103, Cote d'Ivoire"
Cote_d_Ivoire,Le_Pont_Weygand-Sassandra_Haut_Sassandra_Region,"Route de Gagnoa, Sassandra, Cote d'Ivoire"
Cote_d_Ivoire,Jardin_botanique_de_Bingerville-Abidjan_Lagunes_Region,"Abidjan, Cote d'Ivoire"
Cote_d_Ivoire,Dipi_Crocodile_Farm-Assinie_Sud_Comoe_Region,"Assinie Mafia Route, Assinie, Cote d'Ivoire"
Cote_d_Ivoire,Banco_National_Park-Abidjan_Lagunes_Region,"Autoroute Nord | Espace écotouristique du Banco situé près de la Station Serviec Shell., Abidjan, Cote d'Ivoire"
Cote_d_Ivoire,Les_Cascades_de_Man-Man_Dix_Huit_Montagnes_Region,"Man, Cote d'Ivoire"
Egypt,Temple_of_Karnak-Luxor_Nile_River_Valley,"Luxor 81111, Egypt"
Egypt,Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley,"Abu Simbel, Egypt"
Egypt,Ras_Mohamed_National_Park-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai,"Sinai, Sharm El Sheikh, Egypt"
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,"Corniche El Nil St. Luxor, Luxor 23512, Egypt"
Egypt,Egyptian_Antiquities_Museum-Cairo_Cairo_Governorate,"Midan El Tahrir | Geographical Society Building, Cairo 11511, Egypt"
Egypt,Luxor_Museum-Luxor_Nile_River_Valley,"Center Corniche Ave, Luxor, Egypt"
Egypt,The_Grand_Egyptian_Museum-Giza_Giza_Governorate,"El Remayah Sq, Cairo-Alex. Road | Pyramids, Giza, Egypt"
Egypt,Bibliotheca_Alexandrina-Alexandria_Alexandria_Governorate,"El Shatby, Alexandria 30100, Egypt"
Egypt,Temple_of_Karnak-Luxor_Nile_River_Valley,"Luxor 81111, Egypt"
Egypt,Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley,"Abu Simbel, Egypt"
Egypt,Pyramids_of_Giza-Giza_Giza_Governorate,"Al Haram Str., Giza 12611, Egypt"
Egypt,Great_Sphinx-Giza_Giza_Governorate,"Al-Haram, Giza, Egypt"
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,"Corniche El Nil St. Luxor, Luxor 23512, Egypt"
Egypt,Great_Sphinx-Giza_Giza_Governorate,"Al-Haram, Giza, Egypt"
Egypt,Temple_of_Hatshepsut_at_Deir_el_Bahari-Luxor_Nile_River_Valley,"Luxor 23512, Egypt"
